scientific_name,quality.indic,FID,subsample_count,specimen_number,subsample_weight,remaining_weight,weight,cruise,ship,haul,collection,latitude,longitude,itis_tsn,sex,is_random_sample,standard_length,fork_length,total_length,mantle_length,start_latitude,start_longitude,stop_latitude,stop_longitude,equilibrium_time,haulback_time,surface_temp,surface_temp_method,ship_spd_through_water,presence_only,beginTransect,endTransect,quality.indic2
Sardinops sagax,6.942,2694,25,38,0,147.634,0.0515,200407,FR,26,2161,45.0096,-124.34,161729,male,N,158,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2695,25,39,0,147.634,0.252,200407,FR,26,2161,45.0096,-124.34,161729,female,N,256,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2696,25,40,0,147.634,0.142,200407,FR,26,2161,45.0096,-124.34,161729,male,N,217,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2697,25,41,0,147.634,0.052,200407,FR,26,2161,45.0096,-124.34,161729,female,N,161,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2698,25,42,0,147.634,0.042,200407,FR,26,2161,45.0096,-124.34,161729,female,N,152,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2699,25,43,0,147.634,0.065,200407,FR,26,2161,45.0096,-124.34,161729,female,N,178,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2700,25,44,0,147.634,0.0465,200407,FR,26,2161,45.0096,-124.34,161729,male,N,157,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2701,25,45,0,147.634,0.079,200407,FR,26,2161,45.0096,-124.34,161729,male,N,186,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2702,25,51,0,147.634,0.046,200407,FR,26,2161,45.0096,-124.34,161729,unknown,N,154,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2703,25,52,0,147.634,0.0305,200407,FR,26,2161,45.0096,-124.34,161729,unknown,N,138,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2704,25,53,0,147.634,0.0285,200407,FR,26,2161,45.0096,-124.34,161729,unknown,N,133,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2705,25,54,0,147.634,0.0255,200407,FR,26,2161,45.0096,-124.34,161729,unknown,N,127,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2706,25,55,0,147.634,0.0205,200407,FR,26,2161,45.0096,-124.34,161729,unknown,N,120,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2707,25,56,0,147.634,0.0305,200407,FR,26,2161,45.0096,-124.34,161729,unknown,N,135,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2708,25,57,0,147.634,0.0215,200407,FR,26,2161,45.0096,-124.34,161729,unknown,N,122,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2709,25,58,0,147.634,0.0255,200407,FR,26,2161,45.0096,-124.34,161729,unknown,N,130,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2710,25,59,0,147.634,0.039,200407,FR,26,2161,45.0096,-124.34,161729,unknown,N,148,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2711,25,60,0,147.634,0.0405,200407,FR,26,2161,45.0096,-124.34,161729,unknown,N,158,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2712,25,61,0,147.634,0.0365,200407,FR,26,2161,45.0096,-124.34,161729,unknown,N,146,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2713,25,62,0,147.634,0.0235,200407,FR,26,2161,45.0096,-124.34,161729,unknown,N,125,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2714,25,63,0,147.634,0.028,200407,FR,26,2161,45.0096,-124.34,161729,unknown,N,131,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2715,25,64,0,147.634,0.027,200407,FR,26,2161,45.0096,-124.34,161729,unknown,N,132,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2716,25,65,0,147.634,0.0235,200407,FR,26,2161,45.0096,-124.34,161729,unknown,N,125,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2717,25,66,0,147.634,0.037,200407,FR,26,2161,45.0096,-124.34,161729,unknown,N,147,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2718,25,67,0,147.634,0.013,200407,FR,26,2161,45.0096,-124.34,161729,unknown,N,103,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2719,25,68,0,147.634,0.0355,200407,FR,26,2161,45.0096,-124.34,161729,unknown,N,143,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2720,25,69,0,147.634,0.026,200407,FR,26,2161,45.0096,-124.34,161729,unknown,N,127,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2721,25,70,0,147.634,0.042,200407,FR,26,2161,45.0096,-124.34,161729,unknown,N,154,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2722,25,71,0,147.634,0.02,200407,FR,26,2161,45.0096,-124.34,161729,unknown,N,119,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2723,25,72,0,147.634,0.0165,200407,FR,26,2161,45.0096,-124.34,161729,unknown,N,105,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2724,25,73,0,147.634,0.024,200407,FR,26,2161,45.0096,-124.34,161729,unknown,N,128,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2725,25,74,0,147.634,0.0225,200407,FR,26,2161,45.0096,-124.34,161729,unknown,N,123,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.942,2726,25,75,0,147.634,0.0245,200407,FR,26,2161,45.0096,-124.34,161729,unknown,N,127,,,,45.0096,-124.34,44.9621,-124.3388,2004-07-15T19:32:00Z,2004-07-15T20:02:00Z,16,bucket,3.4,N,"-124.34,45.0096","-124.3388,44.9621",2.807
Sardinops sagax,6.929,2792,10,11,0.2405,21.2885,0.077,200407,FR,29,2164,44.0006,-124.5733,161729,female,N,187,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2793,10,12,0.2405,21.2885,0.115,200407,FR,29,2164,44.0006,-124.5733,161729,male,N,207,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2794,10,13,0.2405,21.2885,0.081,200407,FR,29,2164,44.0006,-124.5733,161729,female,N,187,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2795,10,14,0.2405,21.2885,0.0625,200407,FR,29,2164,44.0006,-124.5733,161729,female,N,173,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2796,10,15,0.2405,21.2885,0.1565,200407,FR,29,2164,44.0006,-124.5733,161729,female,N,216,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2797,10,16,0.2405,21.2885,0.209,200407,FR,29,2164,44.0006,-124.5733,161729,female,N,252,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2798,10,17,0.2405,21.2885,0.1725,200407,FR,29,2164,44.0006,-124.5733,161729,male,N,238,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2799,10,18,0.2405,21.2885,0.086,200407,FR,29,2164,44.0006,-124.5733,161729,female,N,188,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2800,10,19,0.2405,21.2885,0.076,200407,FR,29,2164,44.0006,-124.5733,161729,female,N,183,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2801,10,20,0.2405,21.2885,0.09,200407,FR,29,2164,44.0006,-124.5733,161729,female,N,192,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2802,10,21,0.2405,21.2885,0.0915,200407,FR,29,2164,44.0006,-124.5733,161729,female,N,194,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2803,10,22,0.2405,21.2885,0.1035,200407,FR,29,2164,44.0006,-124.5733,161729,male,N,204,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2804,10,23,0.2405,21.2885,0.1845,200407,FR,29,2164,44.0006,-124.5733,161729,female,N,241,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2805,10,24,0.2405,21.2885,0.1735,200407,FR,29,2164,44.0006,-124.5733,161729,female,N,242,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2806,10,25,0.2405,21.2885,0.195,200407,FR,29,2164,44.0006,-124.5733,161729,male,N,249,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2807,10,26,0.2405,21.2885,0.1665,200407,FR,29,2164,44.0006,-124.5733,161729,female,N,227,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2808,10,27,0.2405,21.2885,0.078,200407,FR,29,2164,44.0006,-124.5733,161729,female,N,180,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2809,10,28,0.2405,21.2885,0.1375,200407,FR,29,2164,44.0006,-124.5733,161729,female,N,219,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2810,10,29,0.2405,21.2885,0.1,200407,FR,29,2164,44.0006,-124.5733,161729,female,N,201,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2811,10,30,0.2405,21.2885,0.088,200407,FR,29,2164,44.0006,-124.5733,161729,female,N,187,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2812,10,31,0.2405,21.2885,0.0885,200407,FR,29,2164,44.0006,-124.5733,161729,male,N,195,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2813,10,32,0.2405,21.2885,0.2175,200407,FR,29,2164,44.0006,-124.5733,161729,male,N,248,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2814,10,33,0.2405,21.2885,0.164,200407,FR,29,2164,44.0006,-124.5733,161729,female,N,227,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2815,10,34,0.2405,21.2885,0.093,200407,FR,29,2164,44.0006,-124.5733,161729,female,N,195,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2816,10,35,0.2405,21.2885,0.0855,200407,FR,29,2164,44.0006,-124.5733,161729,female,N,189,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2817,10,36,0.2405,21.2885,0.096,200407,FR,29,2164,44.0006,-124.5733,161729,female,N,199,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2818,10,37,0.2405,21.2885,0.069,200407,FR,29,2164,44.0006,-124.5733,161729,male,N,182,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2819,10,38,0.2405,21.2885,0.1995,200407,FR,29,2164,44.0006,-124.5733,161729,male,N,244,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2820,10,39,0.2405,21.2885,0.2005,200407,FR,29,2164,44.0006,-124.5733,161729,female,N,247,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2821,10,40,0.2405,21.2885,0.118,200407,FR,29,2164,44.0006,-124.5733,161729,male,N,211,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2822,10,41,0.2405,21.2885,0.2055,200407,FR,29,2164,44.0006,-124.5733,161729,female,N,249,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2823,10,42,0.2405,21.2885,0.1955,200407,FR,29,2164,44.0006,-124.5733,161729,female,N,258,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2824,10,43,0.2405,21.2885,0.164,200407,FR,29,2164,44.0006,-124.5733,161729,male,N,240,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2825,10,44,0.2405,21.2885,0.1235,200407,FR,29,2164,44.0006,-124.5733,161729,female,N,215,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2826,10,45,0.2405,21.2885,0.1525,200407,FR,29,2164,44.0006,-124.5733,161729,female,N,233,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2827,10,46,0.2405,21.2885,0.113,200407,FR,29,2164,44.0006,-124.5733,161729,male,N,209,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2828,10,47,0.2405,21.2885,0.0885,200407,FR,29,2164,44.0006,-124.5733,161729,male,N,193,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2829,10,48,0.2405,21.2885,0.1715,200407,FR,29,2164,44.0006,-124.5733,161729,male,N,242,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2830,10,49,0.2405,21.2885,0.094,200407,FR,29,2164,44.0006,-124.5733,161729,female,N,195,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2831,10,50,0.2405,21.2885,0.211,200407,FR,29,2164,44.0006,-124.5733,161729,female,N,253,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2832,10,51,0.2405,21.2885,0.0225,200407,FR,29,2164,44.0006,-124.5733,161729,unknown,N,127,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2833,10,52,0.2405,21.2885,0.022,200407,FR,29,2164,44.0006,-124.5733,161729,unknown,N,122,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2834,10,53,0.2405,21.2885,0.022,200407,FR,29,2164,44.0006,-124.5733,161729,unknown,N,130,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2835,10,54,0.2405,21.2885,0.0265,200407,FR,29,2164,44.0006,-124.5733,161729,unknown,N,132,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2836,10,55,0.2405,21.2885,0.0205,200407,FR,29,2164,44.0006,-124.5733,161729,unknown,N,125,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2837,10,56,0.2405,21.2885,0.027,200407,FR,29,2164,44.0006,-124.5733,161729,unknown,N,137,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2838,10,57,0.2405,21.2885,0.028,200407,FR,29,2164,44.0006,-124.5733,161729,unknown,N,138,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2839,10,58,0.2405,21.2885,0.026,200407,FR,29,2164,44.0006,-124.5733,161729,unknown,N,133,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2840,10,59,0.2405,21.2885,0.0225,200407,FR,29,2164,44.0006,-124.5733,161729,unknown,N,129,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,6.929,2841,10,60,0.2405,21.2885,0.0235,200407,FR,29,2164,44.0006,-124.5733,161729,unknown,N,127,,,,44.0006,-124.5733,43.9993,-124.6311,2004-07-16T16:18:00Z,2004-07-16T16:48:00Z,15.4,bucket,3.4,N,"-124.5733,44.0006","-124.6311,43.9993",5.294
Sardinops sagax,1.402,2902,50,51,9.6625,87.6375,0.311,200407,FR,40,2175,42.8001,-124.7956,161729,female,N,271,,,,42.8001,-124.7956,42.7695,-124.7838,2004-07-19T19:32:00Z,2004-07-19T20:02:00Z,13.6,bucket,3.3,N,"-124.7956,42.8001","-124.7838,42.7695",-8.261
Sardinops sagax,1.402,2903,50,52,9.6625,87.6375,0.2435,200407,FR,40,2175,42.8001,-124.7956,161729,female,N,258,,,,42.8001,-124.7956,42.7695,-124.7838,2004-07-19T19:32:00Z,2004-07-19T20:02:00Z,13.6,bucket,3.3,N,"-124.7956,42.8001","-124.7838,42.7695",-8.261
Sardinops sagax,1.402,2904,50,53,9.6625,87.6375,0.2955,200407,FR,40,2175,42.8001,-124.7956,161729,female,N,267,,,,42.8001,-124.7956,42.7695,-124.7838,2004-07-19T19:32:00Z,2004-07-19T20:02:00Z,13.6,bucket,3.3,N,"-124.7956,42.8001","-124.7838,42.7695",-8.261
