scientific_name,quality.indic,FID,subsample_count,specimen_number,subsample_weight,remaining_weight,weight,cruise,ship,haul,collection,latitude,longitude,itis_tsn,sex,is_random_sample,standard_length,fork_length,total_length,mantle_length,start_latitude,start_longitude,stop_latitude,stop_longitude,equilibrium_time.utc,equilibrium_time.pacific,haulback_time.utc,haulback_time.pacific,surface_temp,surface_temp_method,ship_spd_through_water,presence_only,beginTransect,endTransect,quality.indic2,quality.indic3
Sardinops sagax,-0.003,1596,50,46,8.303,2.5,0.197,200404,FR,1,2111,37.27,-124.3275,161729,female,Y,266,,,,37.27,-124.3275,37.24,-124.3165,2004-04-22T09:09:00Z,2004-04-22T09:09:00Z,2004-04-22T09:39:00Z,2004-04-22T09:39:00Z,13.3,bucket,3.4,N,"-124.3275,37.27","-124.3165,37.24",-0.003,-0.003
Sardinops sagax,-0.003,1597,50,47,8.303,2.5,0.16,200404,FR,1,2111,37.27,-124.3275,161729,male,Y,243,,,,37.27,-124.3275,37.24,-124.3165,2004-04-22T09:09:00Z,2004-04-22T09:09:00Z,2004-04-22T09:39:00Z,2004-04-22T09:39:00Z,13.3,bucket,3.4,N,"-124.3275,37.27","-124.3165,37.24",-0.003,-0.003
Sardinops sagax,-0.003,1598,50,48,8.303,2.5,0.126,200404,FR,1,2111,37.27,-124.3275,161729,female,Y,227,,,,37.27,-124.3275,37.24,-124.3165,2004-04-22T09:09:00Z,2004-04-22T09:09:00Z,2004-04-22T09:39:00Z,2004-04-22T09:39:00Z,13.3,bucket,3.4,N,"-124.3275,37.27","-124.3165,37.24",-0.003,-0.003
Sardinops sagax,-0.003,1599,50,49,8.303,2.5,0.12,200404,FR,1,2111,37.27,-124.3275,161729,male,Y,214,,,,37.27,-124.3275,37.24,-124.3165,2004-04-22T09:09:00Z,2004-04-22T09:09:00Z,2004-04-22T09:39:00Z,2004-04-22T09:39:00Z,13.3,bucket,3.4,N,"-124.3275,37.27","-124.3165,37.24",-0.003,-0.003
Sardinops sagax,-0.003,1600,50,50,8.303,2.5,0.166,200404,FR,1,2111,37.27,-124.3275,161729,female,Y,254,,,,37.27,-124.3275,37.24,-124.3165,2004-04-22T09:09:00Z,2004-04-22T09:09:00Z,2004-04-22T09:39:00Z,2004-04-22T09:39:00Z,13.3,bucket,3.4,N,"-124.3275,37.27","-124.3165,37.24",-0.003,-0.003
Sardinops sagax,-0.002,1660,3,1,0.607,0,0.173,200404,FR,9,2119,36.674,-123.8553,161729,female,Y,236,,,,36.674,-123.8553,36.6438,-123.8516,2004-04-24T08:25:00Z,2004-04-24T08:25:00Z,2004-04-24T08:55:00Z,2004-04-24T08:55:00Z,13.6,bucket,3.9,N,"-123.8553,36.674","-123.8516,36.6438",-0.002,-0.002
Sardinops sagax,-0.002,1661,3,2,0.607,0,0.197,200404,FR,9,2119,36.674,-123.8553,161729,female,Y,251,,,,36.674,-123.8553,36.6438,-123.8516,2004-04-24T08:25:00Z,2004-04-24T08:25:00Z,2004-04-24T08:55:00Z,2004-04-24T08:55:00Z,13.6,bucket,3.9,N,"-123.8553,36.674","-123.8516,36.6438",-0.002,-0.002
Sardinops sagax,-0.002,1662,3,3,0.607,0,0.235,200404,FR,9,2119,36.674,-123.8553,161729,female,Y,270,,,,36.674,-123.8553,36.6438,-123.8516,2004-04-24T08:25:00Z,2004-04-24T08:25:00Z,2004-04-24T08:55:00Z,2004-04-24T08:55:00Z,13.6,bucket,3.9,N,"-123.8553,36.674","-123.8516,36.6438",-0.002,-0.002
Sardinops sagax,-0.002,1720,50,1,7.382,158.86,0.18,200404,FR,12,2122,35.4381,-123.1306,161729,male,Y,246,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1721,50,2,7.382,158.86,0.141,200404,FR,12,2122,35.4381,-123.1306,161729,female,Y,239,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1722,50,3,7.382,158.86,0.142,200404,FR,12,2122,35.4381,-123.1306,161729,female,Y,223,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1723,50,4,7.382,158.86,0.167,200404,FR,12,2122,35.4381,-123.1306,161729,male,Y,243,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1724,50,5,7.382,158.86,0.176,200404,FR,12,2122,35.4381,-123.1306,161729,female,Y,258,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1725,50,6,7.382,158.86,0.166,200404,FR,12,2122,35.4381,-123.1306,161729,female,Y,246,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1726,50,7,7.382,158.86,0.128,200404,FR,12,2122,35.4381,-123.1306,161729,male,Y,223,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1727,50,8,7.382,158.86,0.109,200404,FR,12,2122,35.4381,-123.1306,161729,female,Y,209,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1728,50,9,7.382,158.86,0.062,200404,FR,12,2122,35.4381,-123.1306,161729,female,Y,175,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1729,50,10,7.382,158.86,0.159,200404,FR,12,2122,35.4381,-123.1306,161729,male,Y,246,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1730,50,11,7.382,158.86,0.168,200404,FR,12,2122,35.4381,-123.1306,161729,male,Y,249,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1731,50,12,7.382,158.86,0.154,200404,FR,12,2122,35.4381,-123.1306,161729,male,Y,242,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1732,50,13,7.382,158.86,0.15,200404,FR,12,2122,35.4381,-123.1306,161729,male,Y,244,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1733,50,14,7.382,158.86,0.181,200404,FR,12,2122,35.4381,-123.1306,161729,male,Y,256,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1734,50,15,7.382,158.86,0.168,200404,FR,12,2122,35.4381,-123.1306,161729,female,Y,250,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1735,50,16,7.382,158.86,0.153,200404,FR,12,2122,35.4381,-123.1306,161729,female,Y,243,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1736,50,17,7.382,158.86,0.06,200404,FR,12,2122,35.4381,-123.1306,161729,male,Y,176,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1737,50,18,7.382,158.86,0.166,200404,FR,12,2122,35.4381,-123.1306,161729,female,Y,252,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1738,50,19,7.382,158.86,0.144,200404,FR,12,2122,35.4381,-123.1306,161729,male,Y,241,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1739,50,20,7.382,158.86,0.155,200404,FR,12,2122,35.4381,-123.1306,161729,male,Y,242,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1740,50,21,7.382,158.86,0.103,200404,FR,12,2122,35.4381,-123.1306,161729,female,Y,212,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1741,50,22,7.382,158.86,0.169,200404,FR,12,2122,35.4381,-123.1306,161729,male,Y,256,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1742,50,23,7.382,158.86,0.168,200404,FR,12,2122,35.4381,-123.1306,161729,female,Y,255,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1743,50,24,7.382,158.86,0.064,200404,FR,12,2122,35.4381,-123.1306,161729,female,Y,180,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1744,50,25,7.382,158.86,0.108,200404,FR,12,2122,35.4381,-123.1306,161729,female,Y,210,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1745,50,26,7.382,158.86,0.19,200404,FR,12,2122,35.4381,-123.1306,161729,male,Y,262,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1746,50,27,7.382,158.86,0.175,200404,FR,12,2122,35.4381,-123.1306,161729,female,Y,249,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1747,50,28,7.382,158.86,0.153,200404,FR,12,2122,35.4381,-123.1306,161729,male,Y,233,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1748,50,29,7.382,158.86,0.17,200404,FR,12,2122,35.4381,-123.1306,161729,male,Y,247,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1749,50,30,7.382,158.86,0.141,200404,FR,12,2122,35.4381,-123.1306,161729,female,Y,234,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1750,50,31,7.382,158.86,0.188,200404,FR,12,2122,35.4381,-123.1306,161729,female,Y,256,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1751,50,32,7.382,158.86,0.164,200404,FR,12,2122,35.4381,-123.1306,161729,male,Y,246,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1752,50,33,7.382,158.86,0.076,200404,FR,12,2122,35.4381,-123.1306,161729,female,Y,188,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1753,50,34,7.382,158.86,0.196,200404,FR,12,2122,35.4381,-123.1306,161729,male,Y,261,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1754,50,35,7.382,158.86,0.163,200404,FR,12,2122,35.4381,-123.1306,161729,male,Y,245,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1755,50,36,7.382,158.86,0.177,200404,FR,12,2122,35.4381,-123.1306,161729,male,Y,259,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1756,50,37,7.382,158.86,0.19,200404,FR,12,2122,35.4381,-123.1306,161729,male,Y,258,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1757,50,38,7.382,158.86,0.176,200404,FR,12,2122,35.4381,-123.1306,161729,female,Y,248,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1758,50,39,7.382,158.86,0.185,200404,FR,12,2122,35.4381,-123.1306,161729,female,Y,252,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1759,50,40,7.382,158.86,0.168,200404,FR,12,2122,35.4381,-123.1306,161729,female,Y,249,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1760,50,41,7.382,158.86,0.086,200404,FR,12,2122,35.4381,-123.1306,161729,female,Y,195,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1761,50,42,7.382,158.86,0.154,200404,FR,12,2122,35.4381,-123.1306,161729,male,Y,245,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1762,50,43,7.382,158.86,0.123,200404,FR,12,2122,35.4381,-123.1306,161729,male,Y,222,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1763,50,44,7.382,158.86,0.055,200404,FR,12,2122,35.4381,-123.1306,161729,male,Y,173,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1764,50,45,7.382,158.86,0.162,200404,FR,12,2122,35.4381,-123.1306,161729,female,Y,254,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1765,50,46,7.382,158.86,0.158,200404,FR,12,2122,35.4381,-123.1306,161729,male,Y,246,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1766,50,47,7.382,158.86,0.171,200404,FR,12,2122,35.4381,-123.1306,161729,female,Y,252,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1767,50,48,7.382,158.86,0.186,200404,FR,12,2122,35.4381,-123.1306,161729,female,Y,266,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1768,50,49,7.382,158.86,0.177,200404,FR,12,2122,35.4381,-123.1306,161729,female,Y,249,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.002,1769,50,50,7.382,158.86,0.055,200404,FR,12,2122,35.4381,-123.1306,161729,female,Y,173,,,,35.4381,-123.1306,35.4216,-123.063,2004-04-25T09:30:00Z,2004-04-25T09:30:00Z,2004-04-25T10:30:00Z,2004-04-25T10:30:00Z,13.8,bucket,3.7,N,"-123.1306,35.4381","-123.063,35.4216",-0.002,-0.002
Sardinops sagax,-0.05,1770,50,1,7.846,394.54,0.177,200404,FR,13,2123,35.384,-123.1398,161729,female,Y,251,,,,35.384,-123.1398,35.3593,-123.0696,2004-04-25T11:30:00Z,2004-04-25T11:30:00Z,2004-04-25T12:30:00Z,2004-04-25T12:30:00Z,13.7,bucket,3.7,N,"-123.1398,35.384","-123.0696,35.3593",-0.05,-0.05
Sardinops sagax,-0.05,1771,50,2,7.846,394.54,0.158,200404,FR,13,2123,35.384,-123.1398,161729,female,Y,247,,,,35.384,-123.1398,35.3593,-123.0696,2004-04-25T11:30:00Z,2004-04-25T11:30:00Z,2004-04-25T12:30:00Z,2004-04-25T12:30:00Z,13.7,bucket,3.7,N,"-123.1398,35.384","-123.0696,35.3593",-0.05,-0.05
Sardinops sagax,-0.05,1772,50,3,7.846,394.54,0.119,200404,FR,13,2123,35.384,-123.1398,161729,male,Y,212,,,,35.384,-123.1398,35.3593,-123.0696,2004-04-25T11:30:00Z,2004-04-25T11:30:00Z,2004-04-25T12:30:00Z,2004-04-25T12:30:00Z,13.7,bucket,3.7,N,"-123.1398,35.384","-123.0696,35.3593",-0.05,-0.05
Sardinops sagax,-0.05,1773,50,4,7.846,394.54,0.18,200404,FR,13,2123,35.384,-123.1398,161729,male,Y,262,,,,35.384,-123.1398,35.3593,-123.0696,2004-04-25T11:30:00Z,2004-04-25T11:30:00Z,2004-04-25T12:30:00Z,2004-04-25T12:30:00Z,13.7,bucket,3.7,N,"-123.1398,35.384","-123.0696,35.3593",-0.05,-0.05
Sardinops sagax,-0.05,1774,50,5,7.846,394.54,0.191,200404,FR,13,2123,35.384,-123.1398,161729,male,Y,247,,,,35.384,-123.1398,35.3593,-123.0696,2004-04-25T11:30:00Z,2004-04-25T11:30:00Z,2004-04-25T12:30:00Z,2004-04-25T12:30:00Z,13.7,bucket,3.7,N,"-123.1398,35.384","-123.0696,35.3593",-0.05,-0.05
Sardinops sagax,-0.05,1775,50,6,7.846,394.54,0.168,200404,FR,13,2123,35.384,-123.1398,161729,female,Y,246,,,,35.384,-123.1398,35.3593,-123.0696,2004-04-25T11:30:00Z,2004-04-25T11:30:00Z,2004-04-25T12:30:00Z,2004-04-25T12:30:00Z,13.7,bucket,3.7,N,"-123.1398,35.384","-123.0696,35.3593",-0.05,-0.05
Sardinops sagax,-0.05,1776,50,7,7.846,394.54,0.172,200404,FR,13,2123,35.384,-123.1398,161729,female,Y,260,,,,35.384,-123.1398,35.3593,-123.0696,2004-04-25T11:30:00Z,2004-04-25T11:30:00Z,2004-04-25T12:30:00Z,2004-04-25T12:30:00Z,13.7,bucket,3.7,N,"-123.1398,35.384","-123.0696,35.3593",-0.05,-0.05
Sardinops sagax,-0.05,1777,50,8,7.846,394.54,0.185,200404,FR,13,2123,35.384,-123.1398,161729,female,Y,252,,,,35.384,-123.1398,35.3593,-123.0696,2004-04-25T11:30:00Z,2004-04-25T11:30:00Z,2004-04-25T12:30:00Z,2004-04-25T12:30:00Z,13.7,bucket,3.7,N,"-123.1398,35.384","-123.0696,35.3593",-0.05,-0.05
Sardinops sagax,-0.05,1778,50,9,7.846,394.54,0.183,200404,FR,13,2123,35.384,-123.1398,161729,female,Y,253,,,,35.384,-123.1398,35.3593,-123.0696,2004-04-25T11:30:00Z,2004-04-25T11:30:00Z,2004-04-25T12:30:00Z,2004-04-25T12:30:00Z,13.7,bucket,3.7,N,"-123.1398,35.384","-123.0696,35.3593",-0.05,-0.05
Sardinops sagax,-0.05,1779,50,10,7.846,394.54,0.186,200404,FR,13,2123,35.384,-123.1398,161729,female,Y,256,,,,35.384,-123.1398,35.3593,-123.0696,2004-04-25T11:30:00Z,2004-04-25T11:30:00Z,2004-04-25T12:30:00Z,2004-04-25T12:30:00Z,13.7,bucket,3.7,N,"-123.1398,35.384","-123.0696,35.3593",-0.05,-0.05
Sardinops sagax,-0.05,1780,50,11,7.846,394.54,0.192,200404,FR,13,2123,35.384,-123.1398,161729,female,Y,269,,,,35.384,-123.1398,35.3593,-123.0696,2004-04-25T11:30:00Z,2004-04-25T11:30:00Z,2004-04-25T12:30:00Z,2004-04-25T12:30:00Z,13.7,bucket,3.7,N,"-123.1398,35.384","-123.0696,35.3593",-0.05,-0.05
Sardinops sagax,-0.05,1781,50,12,7.846,394.54,0.152,200404,FR,13,2123,35.384,-123.1398,161729,male,Y,239,,,,35.384,-123.1398,35.3593,-123.0696,2004-04-25T11:30:00Z,2004-04-25T11:30:00Z,2004-04-25T12:30:00Z,2004-04-25T12:30:00Z,13.7,bucket,3.7,N,"-123.1398,35.384","-123.0696,35.3593",-0.05,-0.05
