collection;age;len.bin;Catch.wt;log1p.CPUE.trp;Year;Month;Season;time.step;geometry;equilibrium_time.pacific;standard_length;NBRE_IN;Total_N;LON;LAT;CatchWeightLen;keys;date
4250;0;125;905.832162397585;7.09736373549206;2019;9;Fall;2019 - Fall;-117.7203|-117.6815|33.437|33.399;2019-09-03 04:00:00;10.9;50;2500;-117.7009;33.418;33.0386964715563;425020199Fallc(-117.7203, -117.6815, 33.437, 33.399)2019 - Fall2019-09-03 04:00:00;2019-09-03
4250;0;125;905.832162397585;7.09736373549206;2019;9;Fall;2019 - Fall;-117.7203|-117.6815|33.437|33.399;2019-09-03 04:00:00;11.1;150;2500;-117.7009;33.418;105.111393064222;425020199Fallc(-117.7203, -117.6815, 33.437, 33.399)2019 - Fall2019-09-03 04:00:00;2019-09-03
4250;0;125;905.832162397585;7.09736373549206;2019;9;Fall;2019 - Fall;-117.7203|-117.6815|33.437|33.399;2019-09-03 04:00:00;11.2;100;2500;-117.7009;33.418;72.1339184649446;425020199Fallc(-117.7203, -117.6815, 33.437, 33.399)2019 - Fall2019-09-03 04:00:00;2019-09-03
4251;0;125;0.239638872178767;0.277266894474482;2019;9;Fall;2019 - Fall;-118.0352|-117.9995|33.4462|33.4078;2019-09-03 08:04:00;10.7;3;9;-118.01735;33.427;0.109289052965549;425120199Fallc(-118.0352, -117.9995, 33.4462, 33.4078)2019 - Fall2019-09-03 08:04:00;2019-09-03
4251;0;125;0.239638872178767;0.277266894474482;2019;9;Fall;2019 - Fall;-118.0352|-117.9995|33.4462|33.4078;2019-09-03 08:04:00;11.3;3;9;-118.01735;33.427;0.130349819213218;425120199Fallc(-118.0352, -117.9995, 33.4462, 33.4078)2019 - Fall2019-09-03 08:04:00;2019-09-03
4252;0;125;2.03500819157377;1.31193288714583;2019;9;Fall;2019 - Fall;-118.0767|-118.1373|33.2387|33.2543;2019-09-03 10:51:00;10.5;11;121;-118.107;33.2465;0.956140874614436;425220199Fallc(-118.0767, -118.1373, 33.2387, 33.2543)2019 - Fall2019-09-03 10:51:00;2019-09-03
4252;0;125;2.03500819157377;1.31193288714583;2019;9;Fall;2019 - Fall;-118.0767|-118.1373|33.2387|33.2543;2019-09-03 10:51:00;10.9;11;121;-118.107;33.2465;1.07886731695934;425220199Fallc(-118.0767, -118.1373, 33.2387, 33.2543)2019 - Fall2019-09-03 10:51:00;2019-09-03
4254;0;125;45.04862919295;4.11193623283906;2019;9;Fall;2019 - Fall;-117.727|-117.6687|33.1278|33.142;2019-09-04 07:17:00;12.1;39;1521;-117.69785;33.1349;14.1081831614735;425420199Fallc(-117.727, -117.6687, 33.1278, 33.142)2019 - Fall2019-09-04 07:17:00;2019-09-04
4254;0;125;45.04862919295;4.11193623283906;2019;9;Fall;2019 - Fall;-117.727|-117.6687|33.1278|33.142;2019-09-04 07:17:00;12.4;39;1521;-117.69785;33.1349;15.2695551989383;425420199Fallc(-117.727, -117.6687, 33.1278, 33.142)2019 - Fall2019-09-04 07:17:00;2019-09-04
4254;0;125;45.04862919295;4.11193623283906;2019;9;Fall;2019 - Fall;-117.727|-117.6687|33.1278|33.142;2019-09-04 07:17:00;12.5;39;1521;-117.69785;33.1349;15.6708908325382;425420199Fallc(-117.727, -117.6687, 33.1278, 33.142)2019 - Fall2019-09-04 07:17:00;2019-09-04
4255;0;125;80.3569571452883;4.68345081466929;2019;9;Fall;2019 - Fall;-117.5665|-117.5095|33.25|33.2253;2019-09-04 09:48:00;10.3;30;900;-117.538;33.23765;9.36837202926102;425520199Fallc(-117.5665, -117.5095, 33.25, 33.2253)2019 - Fall2019-09-04 09:48:00;2019-09-04
4255;0;125;80.3569571452883;4.68345081466929;2019;9;Fall;2019 - Fall;-117.5665|-117.5095|33.25|33.2253;2019-09-04 09:48:00;10.8;30;900;-117.538;33.23765;10.9183905061786;425520199Fallc(-117.5665, -117.5095, 33.25, 33.2253)2019 - Fall2019-09-04 09:48:00;2019-09-04
4255;0;125;80.3569571452883;4.68345081466929;2019;9;Fall;2019 - Fall;-117.5665|-117.5095|33.25|33.2253;2019-09-04 09:48:00;11.1;30;900;-117.538;33.23765;11.9286999445418;425520199Fallc(-117.5665, -117.5095, 33.25, 33.2253)2019 - Fall2019-09-04 09:48:00;2019-09-04
4255;0;125;80.3569571452883;4.68345081466929;2019;9;Fall;2019 - Fall;-117.5665|-117.5095|33.25|33.2253;2019-09-04 09:48:00;12.1;60;900;-117.538;33.23765;31.52293414885;425520199Fallc(-117.5665, -117.5095, 33.25, 33.2253)2019 - Fall2019-09-04 09:48:00;2019-09-04
4255;0;125;80.3569571452883;4.68345081466929;2019;9;Fall;2019 - Fall;-117.5665|-117.5095|33.25|33.2253;2019-09-04 09:48:00;12.3;30;900;-117.538;33.23765;16.6185605164569;425520199Fallc(-117.5665, -117.5095, 33.25, 33.2253)2019 - Fall2019-09-04 09:48:00;2019-09-04
4265;0;125;299.56512057417;6.50234057151774;2019;9;Fall;2019 - Fall;-117.2888|-117.318|32.8787|32.8972;2019-09-08 03:48:00;10.1;37;1369;-117.3034;32.88795;7.84153770193123;426520199Fallc(-117.2888, -117.318, 32.8787, 32.8972)2019 - Fall2019-09-08 03:48:00;2019-09-08
4265;0;125;299.56512057417;6.50234057151774;2019;9;Fall;2019 - Fall;-117.2888|-117.318|32.8787|32.8972;2019-09-08 03:48:00;10.2;37;1369;-117.3034;32.88795;8.0950913199026;426520199Fallc(-117.2888, -117.318, 32.8787, 32.8972)2019 - Fall2019-09-08 03:48:00;2019-09-08
4265;0;125;299.56512057417;6.50234057151774;2019;9;Fall;2019 - Fall;-117.2888|-117.318|32.8787|32.8972;2019-09-08 03:48:00;10.3;74;1369;-117.3034;32.88795;16.7084986926246;426520199Fallc(-117.2888, -117.318, 32.8787, 32.8972)2019 - Fall2019-09-08 03:48:00;2019-09-08
4265;0;125;299.56512057417;6.50234057151774;2019;9;Fall;2019 - Fall;-117.2888|-117.318|32.8787|32.8972;2019-09-08 03:48:00;10.4;37;1369;-117.3034;32.88795;8.61907943948942;426520199Fallc(-117.2888, -117.318, 32.8787, 32.8972)2019 - Fall2019-09-08 03:48:00;2019-09-08
4265;0;125;299.56512057417;6.50234057151774;2019;9;Fall;2019 - Fall;-117.2888|-117.318|32.8787|32.8972;2019-09-08 03:48:00;10.5;222;1369;-117.3034;32.88795;53.3378964541054;426520199Fallc(-117.2888, -117.318, 32.8787, 32.8972)2019 - Fall2019-09-08 03:48:00;2019-09-08
4265;0;125;299.56512057417;6.50234057151774;2019;9;Fall;2019 - Fall;-117.2888|-117.318|32.8787|32.8972;2019-09-08 03:48:00;10.6;111;1369;-117.3034;32.88795;27.4980816438408;426520199Fallc(-117.2888, -117.318, 32.8787, 32.8972)2019 - Fall2019-09-08 03:48:00;2019-09-08
4265;0;125;299.56512057417;6.50234057151774;2019;9;Fall;2019 - Fall;-117.2888|-117.318|32.8787|32.8972;2019-09-08 03:48:00;10.7;111;1369;-117.3034;32.88795;28.3448428950761;426520199Fallc(-117.2888, -117.318, 32.8787, 32.8972)2019 - Fall2019-09-08 03:48:00;2019-09-08
4265;0;125;299.56512057417;6.50234057151774;2019;9;Fall;2019 - Fall;-117.2888|-117.318|32.8787|32.8972;2019-09-08 03:48:00;10.8;185;1369;-117.3034;32.88795;48.6823945847399;426520199Fallc(-117.2888, -117.318, 32.8787, 32.8972)2019 - Fall2019-09-08 03:48:00;2019-09-08
4265;0;125;299.56512057417;6.50234057151774;2019;9;Fall;2019 - Fall;-117.2888|-117.318|32.8787|32.8972;2019-09-08 03:48:00;11;74;1369;-117.3034;32.88795;20.6619623709291;426520199Fallc(-117.2888, -117.318, 32.8787, 32.8972)2019 - Fall2019-09-08 03:48:00;2019-09-08
4265;0;125;299.56512057417;6.50234057151774;2019;9;Fall;2019 - Fall;-117.2888|-117.318|32.8787|32.8972;2019-09-08 03:48:00;11.3;37;1369;-117.3034;32.88795;11.269030907011;426520199Fallc(-117.2888, -117.318, 32.8787, 32.8972)2019 - Fall2019-09-08 03:48:00;2019-09-08
4265;0;125;299.56512057417;6.50234057151774;2019;9;Fall;2019 - Fall;-117.2888|-117.318|32.8787|32.8972;2019-09-08 03:48:00;11.7;37;1369;-117.3034;32.88795;12.6090837982939;426520199Fallc(-117.2888, -117.318, 32.8787, 32.8972)2019 - Fall2019-09-08 03:48:00;2019-09-08
4265;0;125;299.56512057417;6.50234057151774;2019;9;Fall;2019 - Fall;-117.2888|-117.318|32.8787|32.8972;2019-09-08 03:48:00;11.8;37;1369;-117.3034;32.88795;12.960509691615;426520199Fallc(-117.2888, -117.318, 32.8787, 32.8972)2019 - Fall2019-09-08 03:48:00;2019-09-08
4265;0;125;299.56512057417;6.50234057151774;2019;9;Fall;2019 - Fall;-117.2888|-117.318|32.8787|32.8972;2019-09-08 03:48:00;12;37;1369;-117.3034;32.88795;13.6835449222559;426520199Fallc(-117.2888, -117.318, 32.8787, 32.8972)2019 - Fall2019-09-08 03:48:00;2019-09-08
4265;0;125;299.56512057417;6.50234057151774;2019;9;Fall;2019 - Fall;-117.2888|-117.318|32.8787|32.8972;2019-09-08 03:48:00;12.2;37;1369;-117.3034;32.88795;14.4339584448878;426520199Fallc(-117.2888, -117.318, 32.8787, 32.8972)2019 - Fall2019-09-08 03:48:00;2019-09-08
4265;0;125;299.56512057417;6.50234057151774;2019;9;Fall;2019 - Fall;-117.2888|-117.318|32.8787|32.8972;2019-09-08 03:48:00;12.3;37;1369;-117.3034;32.88795;14.8196077074677;426520199Fallc(-117.2888, -117.318, 32.8787, 32.8972)2019 - Fall2019-09-08 03:48:00;2019-09-08
4266;0;125;1216.51619659817;7.392044873319;2019;9;Fall;2019 - Fall;-117.339|-117.397|33.0047|33.0163;2019-09-08 05:53:00;10.5;50;2500;-117.368;33.0105;20.3188719974467;426620199Fallc(-117.339, -117.397, 33.0047, 33.0163)2019 - Fall2019-09-08 05:53:00;2019-09-08
4266;0;125;1216.51619659817;7.392044873319;2019;9;Fall;2019 - Fall;-117.339|-117.397|33.0047|33.0163;2019-09-08 05:53:00;10.8;50;2500;-117.368;33.0105;22.2544511843879;426620199Fallc(-117.339, -117.397, 33.0047, 33.0163)2019 - Fall2019-09-08 05:53:00;2019-09-08
4266;0;125;1216.51619659817;7.392044873319;2019;9;Fall;2019 - Fall;-117.339|-117.397|33.0047|33.0163;2019-09-08 05:53:00;11.5;50;2500;-117.368;33.0105;27.2591420477688;426620199Fallc(-117.339, -117.397, 33.0047, 33.0163)2019 - Fall2019-09-08 05:53:00;2019-09-08
4266;0;125;1216.51619659817;7.392044873319;2019;9;Fall;2019 - Fall;-117.339|-117.397|33.0047|33.0163;2019-09-08 05:53:00;11.6;100;2500;-117.368;33.0105;56.0644362213026;426620199Fallc(-117.339, -117.397, 33.0047, 33.0163)2019 - Fall2019-09-08 05:53:00;2019-09-08
4266;0;125;1216.51619659817;7.392044873319;2019;9;Fall;2019 - Fall;-117.339|-117.397|33.0047|33.0163;2019-09-08 05:53:00;11.8;50;2500;-117.368;33.0105;29.6235459160471;426620199Fallc(-117.339, -117.397, 33.0047, 33.0163)2019 - Fall2019-09-08 05:53:00;2019-09-08
4266;0;125;1216.51619659817;7.392044873319;2019;9;Fall;2019 - Fall;-117.339|-117.397|33.0047|33.0163;2019-09-08 05:53:00;11.9;100;2500;-117.368;33.0105;60.8842330106204;426620199Fallc(-117.339, -117.397, 33.0047, 33.0163)2019 - Fall2019-09-08 05:53:00;2019-09-08
4266;0;125;1216.51619659817;7.392044873319;2019;9;Fall;2019 - Fall;-117.339|-117.397|33.0047|33.0163;2019-09-08 05:53:00;12;250;2500;-117.368;33.0105;156.380856518703;426620199Fallc(-117.339, -117.397, 33.0047, 33.0163)2019 - Fall2019-09-08 05:53:00;2019-09-08
4266;0;125;1216.51619659817;7.392044873319;2019;9;Fall;2019 - Fall;-117.339|-117.397|33.0047|33.0163;2019-09-08 05:53:00;12.1;300;2500;-117.368;33.0105;192.755223072651;426620199Fallc(-117.339, -117.397, 33.0047, 33.0163)2019 - Fall2019-09-08 05:53:00;2019-09-08
4266;0;125;1216.51619659817;7.392044873319;2019;9;Fall;2019 - Fall;-117.339|-117.397|33.0047|33.0163;2019-09-08 05:53:00;12.2;350;2500;-117.368;33.0105;230.939622469753;426620199Fallc(-117.339, -117.397, 33.0047, 33.0163)2019 - Fall2019-09-08 05:53:00;2019-09-08
4266;0;125;1216.51619659817;7.392044873319;2019;9;Fall;2019 - Fall;-117.339|-117.397|33.0047|33.0163;2019-09-08 05:53:00;12.3;150;2500;-117.368;33.0105;101.61853348962;426620199Fallc(-117.339, -117.397, 33.0047, 33.0163)2019 - Fall2019-09-08 05:53:00;2019-09-08
4266;0;125;1216.51619659817;7.392044873319;2019;9;Fall;2019 - Fall;-117.339|-117.397|33.0047|33.0163;2019-09-08 05:53:00;12.4;150;2500;-117.368;33.0105;104.311323609301;426620199Fallc(-117.339, -117.397, 33.0047, 33.0163)2019 - Fall2019-09-08 05:53:00;2019-09-08
4266;0;125;1216.51619659817;7.392044873319;2019;9;Fall;2019 - Fall;-117.339|-117.397|33.0047|33.0163;2019-09-08 05:53:00;12.5;300;2500;-117.368;33.0105;214.105957060568;426620199Fallc(-117.339, -117.397, 33.0047, 33.0163)2019 - Fall2019-09-08 05:53:00;2019-09-08
4267;0;125;455.577450352996;6.41089271714022;2019;9;Fall;2019 - Fall;-117.4697|-117.5233|32.6923|32.7108;2019-09-08 09:25:00;10.1;42;1764;-117.4965;32.70155;11.4841493798589;426720199Fallc(-117.4697, -117.5233, 32.6923, 32.7108)2019 - Fall2019-09-08 09:25:00;2019-09-08
4267;0;125;455.577450352996;6.41089271714022;2019;9;Fall;2019 - Fall;-117.4697|-117.5233|32.6923|32.7108;2019-09-08 09:25:00;10.2;42;1764;-117.4965;32.70155;11.8554856834349;426720199Fallc(-117.4697, -117.5233, 32.6923, 32.7108)2019 - Fall2019-09-08 09:25:00;2019-09-08
4267;0;125;455.577450352996;6.41089271714022;2019;9;Fall;2019 - Fall;-117.4697|-117.5233|32.6923|32.7108;2019-09-08 09:25:00;10.3;42;1764;-117.4965;32.70155;12.2350297985573;426720199Fallc(-117.4697, -117.5233, 32.6923, 32.7108)2019 - Fall2019-09-08 09:25:00;2019-09-08
4267;0;125;455.577450352996;6.41089271714022;2019;9;Fall;2019 - Fall;-117.4697|-117.5233|32.6923|32.7108;2019-09-08 09:25:00;10.5;84;1764;-117.4965;32.70155;26.0382760699064;426720199Fallc(-117.4697, -117.5233, 32.6923, 32.7108)2019 - Fall2019-09-08 09:25:00;2019-09-08
4267;0;125;455.577450352996;6.41089271714022;2019;9;Fall;2019 - Fall;-117.4697|-117.5233|32.6923|32.7108;2019-09-08 09:25:00;10.6;42;1764;-117.4965;32.70155;13.4239009941315;426720199Fallc(-117.4697, -117.5233, 32.6923, 32.7108)2019 - Fall2019-09-08 09:25:00;2019-09-08
4267;0;125;455.577450352996;6.41089271714022;2019;9;Fall;2019 - Fall;-117.4697|-117.5233|32.6923|32.7108;2019-09-08 09:25:00;11.1;42;1764;-117.4965;32.70155;15.5788005454593;426720199Fallc(-117.4697, -117.5233, 32.6923, 32.7108)2019 - Fall2019-09-08 09:25:00;2019-09-08
4267;0;125;455.577450352996;6.41089271714022;2019;9;Fall;2019 - Fall;-117.4697|-117.5233|32.6923|32.7108;2019-09-08 09:25:00;11.2;42;1764;-117.4965;32.70155;16.0367001459279;426720199Fallc(-117.4697, -117.5233, 32.6923, 32.7108)2019 - Fall2019-09-08 09:25:00;2019-09-08
4267;0;125;455.577450352996;6.41089271714022;2019;9;Fall;2019 - Fall;-117.4697|-117.5233|32.6923|32.7108;2019-09-08 09:25:00;11.4;84;1764;-117.4965;32.70155;33.9604519378825;426720199Fallc(-117.4697, -117.5233, 32.6923, 32.7108)2019 - Fall2019-09-08 09:25:00;2019-09-08
4267;0;125;455.577450352996;6.41089271714022;2019;9;Fall;2019 - Fall;-117.4697|-117.5233|32.6923|32.7108;2019-09-08 09:25:00;11.5;126;1764;-117.4965;32.70155;52.3981645849574;426720199Fallc(-117.4697, -117.5233, 32.6923, 32.7108)2019 - Fall2019-09-08 09:25:00;2019-09-08
4267;0;125;455.577450352996;6.41089271714022;2019;9;Fall;2019 - Fall;-117.4697|-117.5233|32.6923|32.7108;2019-09-08 09:25:00;11.7;84;1764;-117.4965;32.70155;36.9327056470321;426720199Fallc(-117.4697, -117.5233, 32.6923, 32.7108)2019 - Fall2019-09-08 09:25:00;2019-09-08
4267;0;125;455.577450352996;6.41089271714022;2019;9;Fall;2019 - Fall;-117.4697|-117.5233|32.6923|32.7108;2019-09-08 09:25:00;11.8;84;1764;-117.4965;32.70155;37.9620515759197;426720199Fallc(-117.4697, -117.5233, 32.6923, 32.7108)2019 - Fall2019-09-08 09:25:00;2019-09-08
4267;0;125;455.577450352996;6.41089271714022;2019;9;Fall;2019 - Fall;-117.4697|-117.5233|32.6923|32.7108;2019-09-08 09:25:00;11.9;42;1764;-117.4965;32.70155;19.5055176738435;426720199Fallc(-117.4697, -117.5233, 32.6923, 32.7108)2019 - Fall2019-09-08 09:25:00;2019-09-08
4267;0;125;455.577450352996;6.41089271714022;2019;9;Fall;2019 - Fall;-117.4697|-117.5233|32.6923|32.7108;2019-09-08 09:25:00;12;168;1764;-117.4965;32.70155;80.1597237207671;426720199Fallc(-117.4697, -117.5233, 32.6923, 32.7108)2019 - Fall2019-09-08 09:25:00;2019-09-08
4267;0;125;455.577450352996;6.41089271714022;2019;9;Fall;2019 - Fall;-117.4697|-117.5233|32.6923|32.7108;2019-09-08 09:25:00;12.1;42;1764;-117.4965;32.70155;20.5843682042355;426720199Fallc(-117.4697, -117.5233, 32.6923, 32.7108)2019 - Fall2019-09-08 09:25:00;2019-09-08
4267;0;125;455.577450352996;6.41089271714022;2019;9;Fall;2019 - Fall;-117.4697|-117.5233|32.6923|32.7108;2019-09-08 09:25:00;12.4;84;1764;-117.4965;32.70155;44.557707102665;426720199Fallc(-117.4697, -117.5233, 32.6923, 32.7108)2019 - Fall2019-09-08 09:25:00;2019-09-08
4267;0;125;455.577450352996;6.41089271714022;2019;9;Fall;2019 - Fall;-117.4697|-117.5233|32.6923|32.7108;2019-09-08 09:25:00;12.5;42;1764;-117.4965;32.70155;22.8644172884168;426720199Fallc(-117.4697, -117.5233, 32.6923, 32.7108)2019 - Fall2019-09-08 09:25:00;2019-09-08
4310;0;125;0.021;0.0276151670329733;2021;4;Spring;2021 - Spring;-121.0135|-120.986|34.4215|34.3645;2021-04-05 07:35:00;12.5;1;1;-120.99975;34.393;0.021;431020214Springc(-121.0135, -120.986, 34.4215, 34.3645)2021 - Spring2021-04-05 07:35:00;2021-04-05
4393;0;125;73299.6409089019;11.4900032933123;2021;9;Fall;2021 - Fall;-120.1917|-120.2425|34.3172|34.3435;2021-09-11 04:18:00;10.1;375;5625;-120.2171;34.33035;4961.69681556847;439320219Fallc(-120.1917, -120.2425, 34.3172, 34.3435)2021 - Fall2021-09-11 04:18:00;2021-09-11
4393;0;125;73299.6409089019;11.4900032933123;2021;9;Fall;2021 - Fall;-120.1917|-120.2425|34.3172|34.3435;2021-09-11 04:18:00;10.2;300;5625;-120.2171;34.33035;4097.7053583564;439320219Fallc(-120.1917, -120.2425, 34.3172, 34.3435)2021 - Fall2021-09-11 04:18:00;2021-09-11
4393;0;125;73299.6409089019;11.4900032933123;2021;9;Fall;2021 - Fall;-120.1917|-120.2425|34.3172|34.3435;2021-09-11 04:18:00;10.3;450;5625;-120.2171;34.33035;6343.3352926971;439320219Fallc(-120.1917, -120.2425, 34.3172, 34.3435)2021 - Fall2021-09-11 04:18:00;2021-09-11
4393;0;125;73299.6409089019;11.4900032933123;2021;9;Fall;2021 - Fall;-120.1917|-120.2425|34.3172|34.3435;2021-09-11 04:18:00;10.4;600;5625;-120.2171;34.33035;8725.89242235264;439320219Fallc(-120.1917, -120.2425, 34.3172, 34.3435)2021 - Fall2021-09-11 04:18:00;2021-09-11
4393;0;125;73299.6409089019;11.4900032933123;2021;9;Fall;2021 - Fall;-120.1917|-120.2425|34.3172|34.3435;2021-09-11 04:18:00;10.5;900;5625;-120.2171;34.33035;13499.7231943566;439320219Fallc(-120.1917, -120.2425, 34.3172, 34.3435)2021 - Fall2021-09-11 04:18:00;2021-09-11
4393;0;125;73299.6409089019;11.4900032933123;2021;9;Fall;2021 - Fall;-120.1917|-120.2425|34.3172|34.3435;2021-09-11 04:18:00;10.6;600;5625;-120.2171;34.33035;9279.61831383383;439320219Fallc(-120.1917, -120.2425, 34.3172, 34.3435)2021 - Fall2021-09-11 04:18:00;2021-09-11
4393;0;125;73299.6409089019;11.4900032933123;2021;9;Fall;2021 - Fall;-120.1917|-120.2425|34.3172|34.3435;2021-09-11 04:18:00;10.7;525;5625;-120.2171;34.33035;8369.69868694296;439320219Fallc(-120.1917, -120.2425, 34.3172, 34.3435)2021 - Fall2021-09-11 04:18:00;2021-09-11
4393;0;125;73299.6409089019;11.4900032933123;2021;9;Fall;2021 - Fall;-120.1917|-120.2425|34.3172|34.3435;2021-09-11 04:18:00;10.8;525;5625;-120.2171;34.33035;8624.99698180903;439320219Fallc(-120.1917, -120.2425, 34.3172, 34.3435)2021 - Fall2021-09-11 04:18:00;2021-09-11
4393;0;125;73299.6409089019;11.4900032933123;2021;9;Fall;2021 - Fall;-120.1917|-120.2425|34.3172|34.3435;2021-09-11 04:18:00;10.9;225;5625;-120.2171;34.33035;3808.12350174399;439320219Fallc(-120.1917, -120.2425, 34.3172, 34.3435)2021 - Fall2021-09-11 04:18:00;2021-09-11
4393;0;125;73299.6409089019;11.4900032933123;2021;9;Fall;2021 - Fall;-120.1917|-120.2425|34.3172|34.3435;2021-09-11 04:18:00;11;75;5625;-120.2171;34.33035;1307.37613968222;439320219Fallc(-120.1917, -120.2425, 34.3172, 34.3435)2021 - Fall2021-09-11 04:18:00;2021-09-11
4393;0;125;73299.6409089019;11.4900032933123;2021;9;Fall;2021 - Fall;-120.1917|-120.2425|34.3172|34.3435;2021-09-11 04:18:00;11.1;75;5625;-120.2171;34.33035;1346.15603646443;439320219Fallc(-120.1917, -120.2425, 34.3172, 34.3435)2021 - Fall2021-09-11 04:18:00;2021-09-11
4393;0;125;73299.6409089019;11.4900032933123;2021;9;Fall;2021 - Fall;-120.1917|-120.2425|34.3172|34.3435;2021-09-11 04:18:00;11.3;75;5625;-120.2171;34.33035;1426.08546668312;439320219Fallc(-120.1917, -120.2425, 34.3172, 34.3435)2021 - Fall2021-09-11 04:18:00;2021-09-11
4393;0;125;73299.6409089019;11.4900032933123;2021;9;Fall;2021 - Fall;-120.1917|-120.2425|34.3172|34.3435;2021-09-11 04:18:00;11.5;75;5625;-120.2171;34.33035;1509.23269841114;439320219Fallc(-120.1917, -120.2425, 34.3172, 34.3435)2021 - Fall2021-09-11 04:18:00;2021-09-11
4396;0;125;952.153979598175;7.1471962150992;2021;9;Fall;2021 - Fall;-119.7765|-119.7435|33.8222|33.7805;2021-09-12 07:45:00;10.1;64;4096;-119.76;33.80135;25.4648332683772;439620219Fallc(-119.7765, -119.7435, 33.8222, 33.7805)2021 - Fall2021-09-12 07:45:00;2021-09-12
4396;0;125;952.153979598175;7.1471962150992;2021;9;Fall;2021 - Fall;-119.7765|-119.7435|33.8222|33.7805;2021-09-12 07:45:00;10.2;64;4096;-119.76;33.80135;26.2882305217813;439620219Fallc(-119.7765, -119.7435, 33.8222, 33.7805)2021 - Fall2021-09-12 07:45:00;2021-09-12
4396;0;125;952.153979598175;7.1471962150992;2021;9;Fall;2021 - Fall;-119.7765|-119.7435|33.8222|33.7805;2021-09-12 07:45:00;10.3;192;4096;-119.76;33.80135;81.3894830731597;439620219Fallc(-119.7765, -119.7435, 33.8222, 33.7805)2021 - Fall2021-09-12 07:45:00;2021-09-12
4396;0;125;952.153979598175;7.1471962150992;2021;9;Fall;2021 - Fall;-119.7765|-119.7435|33.8222|33.7805;2021-09-12 07:45:00;10.4;192;4096;-119.76;33.80135;83.9695334753443;439620219Fallc(-119.7765, -119.7435, 33.8222, 33.7805)2021 - Fall2021-09-12 07:45:00;2021-09-12
4396;0;125;952.153979598175;7.1471962150992;2021;9;Fall;2021 - Fall;-119.7765|-119.7435|33.8222|33.7805;2021-09-12 07:45:00;10.5;256;4096;-119.76;33.80135;115.474004522969;439620219Fallc(-119.7765, -119.7435, 33.8222, 33.7805)2021 - Fall2021-09-12 07:45:00;2021-09-12
4396;0;125;952.153979598175;7.1471962150992;2021;9;Fall;2021 - Fall;-119.7765|-119.7435|33.8222|33.7805;2021-09-12 07:45:00;10.7;192;4096;-119.76;33.80135;92.0478515538722;439620219Fallc(-119.7765, -119.7435, 33.8222, 33.7805)2021 - Fall2021-09-12 07:45:00;2021-09-12
4396;0;125;952.153979598175;7.1471962150992;2021;9;Fall;2021 - Fall;-119.7765|-119.7435|33.8222|33.7805;2021-09-12 07:45:00;10.8;128;4096;-119.76;33.80135;63.2370388731505;439620219Fallc(-119.7765, -119.7435, 33.8222, 33.7805)2021 - Fall2021-09-12 07:45:00;2021-09-12
4396;0;125;952.153979598175;7.1471962150992;2021;9;Fall;2021 - Fall;-119.7765|-119.7435|33.8222|33.7805;2021-09-12 07:45:00;10.9;64;4096;-119.76;33.80135;32.5739471938389;439620219Fallc(-119.7765, -119.7435, 33.8222, 33.7805)2021 - Fall2021-09-12 07:45:00;2021-09-12
4396;0;125;952.153979598175;7.1471962150992;2021;9;Fall;2021 - Fall;-119.7765|-119.7435|33.8222|33.7805;2021-09-12 07:45:00;11;256;4096;-119.76;33.80135;134.196492262892;439620219Fallc(-119.7765, -119.7435, 33.8222, 33.7805)2021 - Fall2021-09-12 07:45:00;2021-09-12
4396;0;125;952.153979598175;7.1471962150992;2021;9;Fall;2021 - Fall;-119.7765|-119.7435|33.8222|33.7805;2021-09-12 07:45:00;11.1;128;4096;-119.76;33.80135;69.0885402635364;439620219Fallc(-119.7765, -119.7435, 33.8222, 33.7805)2021 - Fall2021-09-12 07:45:00;2021-09-12
4396;0;125;952.153979598175;7.1471962150992;2021;9;Fall;2021 - Fall;-119.7765|-119.7435|33.8222|33.7805;2021-09-12 07:45:00;11.2;128;4096;-119.76;33.80135;71.1192238769069;439620219Fallc(-119.7765, -119.7435, 33.8222, 33.7805)2021 - Fall2021-09-12 07:45:00;2021-09-12
4396;0;125;952.153979598175;7.1471962150992;2021;9;Fall;2021 - Fall;-119.7765|-119.7435|33.8222|33.7805;2021-09-12 07:45:00;11.3;64;4096;-119.76;33.80135;36.5953724959522;439620219Fallc(-119.7765, -119.7435, 33.8222, 33.7805)2021 - Fall2021-09-12 07:45:00;2021-09-12
4396;0;125;952.153979598175;7.1471962150992;2021;9;Fall;2021 - Fall;-119.7765|-119.7435|33.8222|33.7805;2021-09-12 07:45:00;11.5;128;4096;-119.76;33.80135;77.4580964069232;439620219Fallc(-119.7765, -119.7435, 33.8222, 33.7805)2021 - Fall2021-09-12 07:45:00;2021-09-12
4396;0;125;952.153979598175;7.1471962150992;2021;9;Fall;2021 - Fall;-119.7765|-119.7435|33.8222|33.7805;2021-09-12 07:45:00;11.9;64;4096;-119.76;33.80135;43.2513318094711;439620219Fallc(-119.7765, -119.7435, 33.8222, 33.7805)2021 - Fall2021-09-12 07:45:00;2021-09-12
4399;0;125;0.240239817496625;0.277873947158514;2021;9;Fall;2021 - Fall;-118.9328|-118.992|33.8322|33.8435;2021-09-13 06:44:00;10.2;3;9;-118.9624;33.83785;0.103817525747126;439920219Fallc(-118.9328, -118.992, 33.8322, 33.8435)2021 - Fall2021-09-13 06:44:00;2021-09-13
