cruise,ship,haul,collection,latitude,longitude,time,itis_tsn,scientific_name,length_class,length_type,male,female,sex_Undetermined
201204,SH,12,2729,33.2346,-119.144,2012-04-16T20:52:00-07,162097,"Leuroglossus stilbius",100,SL,0,0,1
201204,SH,12,2729,33.2346,-119.144,2012-04-16T20:52:00-07,162097,"Leuroglossus stilbius",110,SL,0,0,2
201204,SH,12,2729,33.2346,-119.144,2012-04-16T20:52:00-07,623625,"Lipolagus (Bathylagus) ochotensis",80,SL,0,0,3
201204,SH,12,2729,33.2346,-119.144,2012-04-16T20:52:00-07,623625,"Lipolagus (Bathylagus) ochotensis",100,SL,0,0,2
201204,SH,12,2729,33.2346,-119.144,2012-04-16T20:52:00-07,623625,"Lipolagus (Bathylagus) ochotensis",110,SL,0,0,1
201207,SH,7,2843,37.3438,-122.8045,2012-06-30T23:22:00-07,172510,"Icichthys lockingtoni",40,SL,0,0,2
201207,SH,7,2843,37.3438,-122.8045,2012-06-30T23:22:00-07,172510,"Icichthys lockingtoni",50,SL,0,0,1
201207,SH,7,2843,37.3438,-122.8045,2012-06-30T23:22:00-07,172510,"Icichthys lockingtoni",90,SL,0,0,1
201207,SH,8,2844,37.183,-122.7358,2012-07-01T01:45:00-07,172510,"Icichthys lockingtoni",30,SL,0,0,1
201207,SH,8,2844,37.183,-122.7358,2012-07-01T01:45:00-07,172510,"Icichthys lockingtoni",40,SL,0,0,1
201207,SH,8,2844,37.183,-122.7358,2012-07-01T01:45:00-07,172510,"Icichthys lockingtoni",60,SL,0,0,1
201207,SH,14,2850,38.1455,-123.362,2012-07-03T01:50:00-07,159713,"Lampetra tridentata",170,TL,0,0,1
201207,SH,14,2850,38.1455,-123.362,2012-07-03T01:50:00-07,159713,"Lampetra tridentata",180,TL,0,0,1
201207,SH,14,2850,38.1455,-123.362,2012-07-03T01:50:00-07,159713,"Lampetra tridentata",200,TL,0,0,1
201207,SH,18,2854,38.2923,-123.999,2012-07-05T22:07:00-07,164792,"Merluccius productus",270,TL,0,0,1
201207,SH,18,2854,38.2923,-123.999,2012-07-05T22:07:00-07,164792,"Merluccius productus",290,TL,0,0,1
201207,SH,18,2854,38.2923,-123.999,2012-07-05T22:07:00-07,164792,"Merluccius productus",300,TL,0,0,12
201207,SH,18,2854,38.2923,-123.999,2012-07-05T22:07:00-07,164792,"Merluccius productus",310,TL,0,0,13
201207,SH,18,2854,38.2923,-123.999,2012-07-05T22:07:00-07,164792,"Merluccius productus",320,TL,0,0,11
201207,SH,18,2854,38.2923,-123.999,2012-07-05T22:07:00-07,164792,"Merluccius productus",330,TL,0,0,11
201207,SH,18,2854,38.2923,-123.999,2012-07-05T22:07:00-07,164792,"Merluccius productus",340,TL,0,0,1
201207,SH,33,2869,41.2143,-124.2385,2012-07-20T00:42:00-07,82371,"Doryteuthis (Loligo) opalescens",40,ML,0,0,2
201207,SH,33,2869,41.2143,-124.2385,2012-07-20T00:42:00-07,82371,"Doryteuthis (Loligo) opalescens",50,ML,0,0,9
201207,SH,33,2869,41.2143,-124.2385,2012-07-20T00:42:00-07,82371,"Doryteuthis (Loligo) opalescens",60,ML,0,0,13
201207,SH,33,2869,41.2143,-124.2385,2012-07-20T00:42:00-07,82371,"Doryteuthis (Loligo) opalescens",70,ML,0,0,13
201207,SH,33,2869,41.2143,-124.2385,2012-07-20T00:42:00-07,82371,"Doryteuthis (Loligo) opalescens",80,ML,0,0,12
201207,SH,33,2869,41.2143,-124.2385,2012-07-20T00:42:00-07,82371,"Doryteuthis (Loligo) opalescens",90,ML,0,0,1
201207,SH,34,2870,41.2893,-124.3045,2012-07-20T02:38:00-07,82371,"Doryteuthis (Loligo) opalescens",40,ML,0,0,1
201207,SH,34,2870,41.2893,-124.3045,2012-07-20T02:38:00-07,82371,"Doryteuthis (Loligo) opalescens",60,ML,0,0,1
201207,SH,34,2870,41.2893,-124.3045,2012-07-20T02:38:00-07,82371,"Doryteuthis (Loligo) opalescens",80,ML,0,0,2
201207,SH,45,2906,43.6728,-124.401,2012-07-24T03:29:00-07,82371,"Doryteuthis (Loligo) opalescens",40,ML,0,0,6
201207,SH,45,2906,43.6728,-124.401,2012-07-24T03:29:00-07,82371,"Doryteuthis (Loligo) opalescens",50,ML,0,0,29
201207,SH,45,2906,43.6728,-124.401,2012-07-24T03:29:00-07,82371,"Doryteuthis (Loligo) opalescens",60,ML,0,0,10
201207,SH,45,2906,43.6728,-124.401,2012-07-24T03:29:00-07,82371,"Doryteuthis (Loligo) opalescens",80,ML,0,0,1
201207,SH,45,2906,43.6728,-124.401,2012-07-24T03:29:00-07,82371,"Doryteuthis (Loligo) opalescens",90,ML,0,0,4
201207,SH,47,2908,44.2166,-124.5443,2012-07-25T01:49:00-07,82371,"Doryteuthis (Loligo) opalescens",40,ML,0,0,2
201207,SH,47,2908,44.2166,-124.5443,2012-07-25T01:49:00-07,82371,"Doryteuthis (Loligo) opalescens",50,ML,0,0,12
201207,SH,47,2908,44.2166,-124.5443,2012-07-25T01:49:00-07,82371,"Doryteuthis (Loligo) opalescens",60,ML,0,0,27
201207,SH,47,2908,44.2166,-124.5443,2012-07-25T01:49:00-07,82371,"Doryteuthis (Loligo) opalescens",70,ML,0,0,7
201207,SH,48,2909,44.44,-124.5813,2012-07-30T22:26:00-07,172871,"Lyopsetta exilis",160,TL,0,0,1
201207,SH,48,2909,44.44,-124.5813,2012-07-30T22:26:00-07,172871,"Lyopsetta exilis",170,TL,0,0,1
201207,SH,48,2909,44.44,-124.5813,2012-07-30T22:26:00-07,172871,"Lyopsetta exilis",270,TL,0,0,1
201207,SH,49,2910,44.511,-124.5228,2012-07-31T00:01:00-07,162028,Osmeridae,120,SL,0,0,2
201207,SH,49,2910,44.511,-124.5228,2012-07-31T00:01:00-07,162028,Osmeridae,130,SL,0,0,5
201207,SH,49,2910,44.511,-124.5228,2012-07-31T00:01:00-07,162028,Osmeridae,140,SL,0,0,29
201207,SH,49,2910,44.511,-124.5228,2012-07-31T00:01:00-07,162028,Osmeridae,150,SL,0,0,11
201207,SH,49,2910,44.511,-124.5228,2012-07-31T00:01:00-07,162028,Osmeridae,160,SL,0,0,1
201207,SH,49,2910,44.511,-124.5228,2012-07-31T00:01:00-07,162028,Osmeridae,210,SL,0,0,1
201207,SH,52,2913,44.6126,-124.2653,2012-08-01T01:58:00-07,162053,"Allosmerus elongatus",80,SL,0,0,6
201207,SH,52,2913,44.6126,-124.2653,2012-08-01T01:58:00-07,162053,"Allosmerus elongatus",90,SL,0,0,12
201207,SH,52,2913,44.6126,-124.2653,2012-08-01T01:58:00-07,162053,"Allosmerus elongatus",100,SL,0,0,21
201207,SH,52,2913,44.6126,-124.2653,2012-08-01T01:58:00-07,162053,"Allosmerus elongatus",110,SL,0,0,1
201207,SH,52,2913,44.6126,-124.2653,2012-08-01T01:58:00-07,551209,"Clupea pallasii",140,SL,0,0,2
201207,SH,52,2913,44.6126,-124.2653,2012-08-01T01:58:00-07,551209,"Clupea pallasii",150,SL,0,0,7
201207,SH,52,2913,44.6126,-124.2653,2012-08-01T01:58:00-07,551209,"Clupea pallasii",160,SL,0,0,21
201207,SH,52,2913,44.6126,-124.2653,2012-08-01T01:58:00-07,551209,"Clupea pallasii",170,SL,0,0,12
201207,SH,54,2915,45.0933,-124.2105,2012-08-02T01:22:00-07,551209,"Clupea pallasii",150,SL,0,0,16
201207,SH,54,2915,45.0933,-124.2105,2012-08-02T01:22:00-07,551209,"Clupea pallasii",160,SL,0,0,30
201207,SH,54,2915,45.0933,-124.2105,2012-08-02T01:22:00-07,551209,"Clupea pallasii",170,SL,0,0,4
201207,SH,56,2917,45.6176,-124.0691,2012-08-02T22:57:00-07,162053,"Allosmerus elongatus",80,SL,0,0,4
201207,SH,56,2917,45.6176,-124.0691,2012-08-02T22:57:00-07,162053,"Allosmerus elongatus",90,SL,0,0,32
201207,SH,56,2917,45.6176,-124.0691,2012-08-02T22:57:00-07,162053,"Allosmerus elongatus",100,SL,0,0,12
201207,SH,56,2917,45.6176,-124.0691,2012-08-02T22:57:00-07,162053,"Allosmerus elongatus",110,SL,0,0,2
201207,SH,56,2917,45.6176,-124.0691,2012-08-02T22:57:00-07,162053,"Allosmerus elongatus",120,SL,0,0,1
201207,SH,56,2917,45.6176,-124.0691,2012-08-02T22:57:00-07,172716,"Citharichthys sordidus",230,TL,0,0,1
201207,SH,56,2917,45.6176,-124.0691,2012-08-02T22:57:00-07,172716,"Citharichthys sordidus",280,TL,0,0,1
201207,SH,56,2917,45.6176,-124.0691,2012-08-02T22:57:00-07,551209,"Clupea pallasii",150,SL,0,0,5
201207,SH,56,2917,45.6176,-124.0691,2012-08-02T22:57:00-07,551209,"Clupea pallasii",160,SL,0,0,20
201207,SH,56,2917,45.6176,-124.0691,2012-08-02T22:57:00-07,551209,"Clupea pallasii",170,SL,0,0,23
201207,SH,56,2917,45.6176,-124.0691,2012-08-02T22:57:00-07,551209,"Clupea pallasii",180,SL,0,0,2
201207,SH,58,2919,45.7401,-124.2553,2012-08-03T03:21:00-07,162028,Osmeridae,90,SL,0,0,5
201207,SH,58,2919,45.7401,-124.2553,2012-08-03T03:21:00-07,162028,Osmeridae,100,SL,0,0,7
201207,SH,58,2919,45.7401,-124.2553,2012-08-03T03:21:00-07,162028,Osmeridae,110,SL,0,0,18
201207,SH,58,2919,45.7401,-124.2553,2012-08-03T03:21:00-07,162028,Osmeridae,120,SL,0,0,18
201207,SH,58,2919,45.7401,-124.2553,2012-08-03T03:21:00-07,162028,Osmeridae,130,SL,0,0,14
201207,SH,58,2919,45.7401,-124.2553,2012-08-03T03:21:00-07,162028,Osmeridae,140,SL,0,0,11
201207,SH,59,2920,45.8506,-124.1553,2012-08-03T23:19:00-07,162053,"Allosmerus elongatus",90,SL,0,0,3
201207,SH,59,2920,45.8506,-124.1553,2012-08-03T23:19:00-07,162053,"Allosmerus elongatus",100,SL,0,0,27
201207,SH,59,2920,45.8506,-124.1553,2012-08-03T23:19:00-07,162053,"Allosmerus elongatus",110,SL,0,0,12
201207,SH,59,2920,45.8506,-124.1553,2012-08-03T23:19:00-07,162053,"Allosmerus elongatus",120,SL,0,0,6
201207,SH,60,2921,45.9391,-124.1101,2012-08-04T01:13:00-07,551209,"Clupea pallasii",140,SL,0,0,2
201207,SH,60,2921,45.9391,-124.1101,2012-08-04T01:13:00-07,551209,"Clupea pallasii",150,SL,0,0,7
201207,SH,60,2921,45.9391,-124.1101,2012-08-04T01:13:00-07,551209,"Clupea pallasii",160,SL,0,0,29
201207,SH,60,2921,45.9391,-124.1101,2012-08-04T01:13:00-07,551209,"Clupea pallasii",170,SL,0,0,11
201207,SH,60,2921,45.9391,-124.1101,2012-08-04T01:13:00-07,551209,"Clupea pallasii",180,SL,0,0,1
201207,SH,62,2923,46.2986,-124.3783,2012-08-05T01:04:00-07,164792,"Merluccius productus",400,TL,0,0,3
201207,SH,62,2923,46.2986,-124.3783,2012-08-05T01:04:00-07,164792,"Merluccius productus",440,TL,0,0,1
201207,SH,62,2923,46.2986,-124.3783,2012-08-05T01:04:00-07,164792,"Merluccius productus",490,TL,0,0,1
201207,SH,62,2923,46.2986,-124.3783,2012-08-05T01:04:00-07,164792,"Merluccius productus",530,TL,0,0,1
201207,SH,62,2923,46.2986,-124.3783,2012-08-05T01:04:00-07,164792,"Merluccius productus",540,TL,0,0,1
201207,SH,63,2924,46.389,-124.3185,2012-08-05T02:47:00-07,162053,"Allosmerus elongatus",80,SL,0,0,3
201207,SH,63,2924,46.389,-124.3185,2012-08-05T02:47:00-07,162053,"Allosmerus elongatus",90,SL,0,0,22
201207,SH,63,2924,46.389,-124.3185,2012-08-05T02:47:00-07,162053,"Allosmerus elongatus",100,SL,0,0,19
201207,SH,63,2924,46.389,-124.3185,2012-08-05T02:47:00-07,162053,"Allosmerus elongatus",110,SL,0,0,4
201207,SH,63,2924,46.389,-124.3185,2012-08-05T02:47:00-07,162053,"Allosmerus elongatus",120,SL,0,0,1
201207,SH,63,2924,46.389,-124.3185,2012-08-05T02:47:00-07,162053,"Allosmerus elongatus",130,SL,0,0,1
201207,SH,63,2924,46.389,-124.3185,2012-08-05T02:47:00-07,164792,"Merluccius productus",520,TL,0,0,1
201207,SH,63,2924,46.389,-124.3185,2012-08-05T02:47:00-07,164792,"Merluccius productus",550,TL,0,0,1
201207,SH,63,2924,46.389,-124.3185,2012-08-05T02:47:00-07,172716,"Citharichthys sordidus",240,TL,0,0,1
201207,SH,63,2924,46.389,-124.3185,2012-08-05T02:47:00-07,172716,"Citharichthys sordidus",250,TL,0,0,1
201207,SH,63,2924,46.389,-124.3185,2012-08-05T02:47:00-07,172716,"Citharichthys sordidus",270,TL,0,0,2
201207,SH,63,2924,46.389,-124.3185,2012-08-05T02:47:00-07,172716,"Citharichthys sordidus",280,TL,0,0,1
201207,SH,63,2924,46.389,-124.3185,2012-08-05T02:47:00-07,172716,"Citharichthys sordidus",320,TL,0,0,1
201207,SH,64,2925,46.8061,-124.4961,2012-08-05T22:20:00-07,162028,Osmeridae,110,SL,0,0,1
201207,SH,64,2925,46.8061,-124.4961,2012-08-05T22:20:00-07,162028,Osmeridae,120,SL,0,0,1
201207,SH,64,2925,46.8061,-124.4961,2012-08-05T22:20:00-07,162028,Osmeridae,130,SL,0,0,12
201207,SH,64,2925,46.8061,-124.4961,2012-08-05T22:20:00-07,162028,Osmeridae,140,SL,0,0,5
201207,SH,66,2927,46.9163,-124.566,2012-08-06T03:09:00-07,162028,Osmeridae,90,SL,0,0,1
201207,SH,66,2927,46.9163,-124.566,2012-08-06T03:09:00-07,162028,Osmeridae,100,SL,0,0,1
201207,SH,66,2927,46.9163,-124.566,2012-08-06T03:09:00-07,162028,Osmeridae,120,SL,0,0,5
201207,SH,66,2927,46.9163,-124.566,2012-08-06T03:09:00-07,162028,Osmeridae,130,SL,0,0,9
201207,SH,66,2927,46.9163,-124.566,2012-08-06T03:09:00-07,162028,Osmeridae,140,SL,0,0,1
201207,SH,67,2928,47.4723,-124.647,2012-08-06T23:29:00-07,162053,"Allosmerus elongatus",90,SL,0,0,7
201207,SH,67,2928,47.4723,-124.647,2012-08-06T23:29:00-07,162053,"Allosmerus elongatus",100,SL,0,0,34
201207,SH,67,2928,47.4723,-124.647,2012-08-06T23:29:00-07,162053,"Allosmerus elongatus",110,SL,0,0,6
201207,SH,67,2928,47.4723,-124.647,2012-08-06T23:29:00-07,162053,"Allosmerus elongatus",120,SL,0,0,3
201207,SH,67,2928,47.4723,-124.647,2012-08-06T23:29:00-07,172716,"Citharichthys sordidus",210,TL,0,0,1
201207,SH,67,2928,47.4723,-124.647,2012-08-06T23:29:00-07,172716,"Citharichthys sordidus",220,TL,0,0,4
201207,SH,67,2928,47.4723,-124.647,2012-08-06T23:29:00-07,172716,"Citharichthys sordidus",230,TL,0,0,3
201207,SH,67,2928,47.4723,-124.647,2012-08-06T23:29:00-07,172716,"Citharichthys sordidus",240,TL,0,0,4
201207,SH,67,2928,47.4723,-124.647,2012-08-06T23:29:00-07,172716,"Citharichthys sordidus",250,TL,0,0,2
201207,SH,67,2928,47.4723,-124.647,2012-08-06T23:29:00-07,172716,"Citharichthys sordidus",260,TL,0,0,3
201207,SH,67,2928,47.4723,-124.647,2012-08-06T23:29:00-07,172716,"Citharichthys sordidus",270,TL,0,0,1
201207,SH,67,2928,47.4723,-124.647,2012-08-06T23:29:00-07,172716,"Citharichthys sordidus",280,TL,0,0,1
201207,SH,67,2928,47.4723,-124.647,2012-08-06T23:29:00-07,172716,"Citharichthys sordidus",300,TL,0,0,2
201207,SH,67,2928,47.4723,-124.647,2012-08-06T23:29:00-07,551209,"Clupea pallasii",100,SL,0,0,1
201207,SH,67,2928,47.4723,-124.647,2012-08-06T23:29:00-07,551209,"Clupea pallasii",110,SL,0,0,2
201207,SH,67,2928,47.4723,-124.647,2012-08-06T23:29:00-07,551209,"Clupea pallasii",120,SL,0,0,18
201207,SH,67,2928,47.4723,-124.647,2012-08-06T23:29:00-07,551209,"Clupea pallasii",130,SL,0,0,18
201207,SH,67,2928,47.4723,-124.647,2012-08-06T23:29:00-07,551209,"Clupea pallasii",140,SL,0,0,3
201207,SH,70,2931,47.6178,-124.7333,2012-08-07T21:51:00-07,162053,"Allosmerus elongatus",80,SL,0,0,7
201207,SH,70,2931,47.6178,-124.7333,2012-08-07T21:51:00-07,162053,"Allosmerus elongatus",90,SL,0,0,41
201207,SH,70,2931,47.6178,-124.7333,2012-08-07T21:51:00-07,162053,"Allosmerus elongatus",100,SL,0,0,2
201207,SH,70,2931,47.6178,-124.7333,2012-08-07T21:51:00-07,551209,"Clupea pallasii",110,SL,0,0,1
201207,SH,70,2931,47.6178,-124.7333,2012-08-07T21:51:00-07,551209,"Clupea pallasii",120,SL,0,0,18
201207,SH,70,2931,47.6178,-124.7333,2012-08-07T21:51:00-07,551209,"Clupea pallasii",130,SL,0,0,28
201207,SH,70,2931,47.6178,-124.7333,2012-08-07T21:51:00-07,551209,"Clupea pallasii",140,SL,0,0,3
201207,SH,71,2932,47.6166,-124.789,2012-08-08T00:06:00-07,162053,"Allosmerus elongatus",90,SL,0,0,3
201207,SH,71,2932,47.6166,-124.789,2012-08-08T00:06:00-07,162053,"Allosmerus elongatus",100,SL,0,0,1
201207,SH,71,2932,47.6166,-124.789,2012-08-08T00:06:00-07,162053,"Allosmerus elongatus",110,SL,0,0,1
201207,SH,71,2932,47.6166,-124.789,2012-08-08T00:06:00-07,551209,"Clupea pallasii",120,SL,0,0,3
201207,SH,71,2932,47.6166,-124.789,2012-08-08T00:06:00-07,551209,"Clupea pallasii",130,SL,0,0,18
201207,SH,71,2932,47.6166,-124.789,2012-08-08T00:06:00-07,551209,"Clupea pallasii",140,SL,0,0,5
201207,SH,71,2932,47.6166,-124.789,2012-08-08T00:06:00-07,551209,"Clupea pallasii",150,SL,0,0,1
201207,SH,73,2934,47.9583,-125.0815,2012-08-09T00:38:00-07,162028,Osmeridae,110,SL,0,0,3
201207,SH,73,2934,47.9583,-125.0815,2012-08-09T00:38:00-07,162028,Osmeridae,120,SL,0,0,6
201207,SH,73,2934,47.9583,-125.0815,2012-08-09T00:38:00-07,162028,Osmeridae,130,SL,0,0,7
201207,SH,73,2934,47.9583,-125.0815,2012-08-09T00:38:00-07,162028,Osmeridae,140,SL,0,0,2
201207,SH,73,2934,47.9583,-125.0815,2012-08-09T00:38:00-07,551209,"Clupea pallasii",130,SL,0,0,4
201207,SH,73,2934,47.9583,-125.0815,2012-08-09T00:38:00-07,551209,"Clupea pallasii",140,SL,0,0,12
201207,SH,73,2934,47.9583,-125.0815,2012-08-09T00:38:00-07,551209,"Clupea pallasii",150,SL,0,0,28
201207,SH,73,2934,47.9583,-125.0815,2012-08-09T00:38:00-07,551209,"Clupea pallasii",160,SL,0,0,5
201207,SH,73,2934,47.9583,-125.0815,2012-08-09T00:38:00-07,551209,"Clupea pallasii",170,SL,0,0,1
201207,SH,75,2936,48.288,-125.7363,2012-08-10T00:26:00-07,168586,"Trachurus symmetricus",270,FL,0,0,9
201207,SH,75,2936,48.288,-125.7363,2012-08-10T00:26:00-07,168586,"Trachurus symmetricus",280,FL,0,0,2
201207,SH,75,2936,48.288,-125.7363,2012-08-10T00:26:00-07,168586,"Trachurus symmetricus",230,FL,0,0,4
201207,SH,75,2936,48.288,-125.7363,2012-08-10T00:26:00-07,168586,"Trachurus symmetricus",240,FL,0,0,3
201207,SH,75,2936,48.288,-125.7363,2012-08-10T00:26:00-07,168586,"Trachurus symmetricus",250,FL,0,0,10
201207,SH,75,2936,48.288,-125.7363,2012-08-10T00:26:00-07,168586,"Trachurus symmetricus",260,FL,0,0,22
201207,SH,75,2936,48.288,-125.7363,2012-08-10T00:26:00-07,551209,"Clupea pallasii",140,SL,0,0,1
201207,SH,75,2936,48.288,-125.7363,2012-08-10T00:26:00-07,551209,"Clupea pallasii",160,SL,0,0,3
201207,SH,75,2936,48.288,-125.7363,2012-08-10T00:26:00-07,551209,"Clupea pallasii",170,SL,0,0,1
201207,SH,75,2936,48.288,-125.7363,2012-08-10T00:26:00-07,551209,"Clupea pallasii",180,SL,0,0,2
201207,SH,75,2936,48.288,-125.7363,2012-08-10T00:26:00-07,551209,"Clupea pallasii",190,SL,0,0,4
201207,SH,75,2936,48.288,-125.7363,2012-08-10T00:26:00-07,551209,"Clupea pallasii",200,SL,0,0,3
201207,SH,75,2936,48.288,-125.7363,2012-08-10T00:26:00-07,551209,"Clupea pallasii",220,SL,0,0,1
201207,SH,76,2937,48.3433,-125.2448,2012-08-10T23:57:00-07,551209,"Clupea pallasii",120,SL,0,0,1
201207,SH,76,2937,48.3433,-125.2448,2012-08-10T23:57:00-07,551209,"Clupea pallasii",140,SL,0,0,6
201207,SH,76,2937,48.3433,-125.2448,2012-08-10T23:57:00-07,551209,"Clupea pallasii",210,SL,0,0,3
201207,SH,76,2937,48.3433,-125.2448,2012-08-10T23:57:00-07,551209,"Clupea pallasii",150,SL,0,0,3
201207,SH,76,2937,48.3433,-125.2448,2012-08-10T23:57:00-07,551209,"Clupea pallasii",160,SL,0,0,4
201207,SH,76,2937,48.3433,-125.2448,2012-08-10T23:57:00-07,551209,"Clupea pallasii",170,SL,0,0,7
201207,SH,76,2937,48.3433,-125.2448,2012-08-10T23:57:00-07,551209,"Clupea pallasii",180,SL,0,0,10
201207,SH,76,2937,48.3433,-125.2448,2012-08-10T23:57:00-07,551209,"Clupea pallasii",190,SL,0,0,5
201207,SH,76,2937,48.3433,-125.2448,2012-08-10T23:57:00-07,551209,"Clupea pallasii",200,SL,0,0,11
201207,SH,77,2938,48.5735,-125.164,2012-08-11T02:23:00-07,162028,Osmeridae,130,SL,0,0,1
201207,SH,77,2938,48.5735,-125.164,2012-08-11T02:23:00-07,162028,Osmeridae,140,SL,0,0,2
201207,SH,77,2938,48.5735,-125.164,2012-08-11T02:23:00-07,551209,"Clupea pallasii",80,SL,0,0,9
201207,SH,77,2938,48.5735,-125.164,2012-08-11T02:23:00-07,551209,"Clupea pallasii",100,SL,0,0,1
201207,SH,77,2938,48.5735,-125.164,2012-08-11T02:23:00-07,551209,"Clupea pallasii",110,SL,0,0,5
201207,SH,77,2938,48.5735,-125.164,2012-08-11T02:23:00-07,551209,"Clupea pallasii",120,SL,0,0,22
201207,SH,77,2938,48.5735,-125.164,2012-08-11T02:23:00-07,551209,"Clupea pallasii",130,SL,0,0,11
201207,SH,77,2938,48.5735,-125.164,2012-08-11T02:23:00-07,551209,"Clupea pallasii",140,SL,0,0,2
201207,SH,78,2939,48.6143,-125.112,2012-08-11T04:13:00-07,551209,"Clupea pallasii",60,SL,0,0,1
201207,SH,78,2939,48.6143,-125.112,2012-08-11T04:13:00-07,551209,"Clupea pallasii",70,SL,0,0,7
201207,SH,78,2939,48.6143,-125.112,2012-08-11T04:13:00-07,551209,"Clupea pallasii",80,SL,0,0,14
201207,SH,78,2939,48.6143,-125.112,2012-08-11T04:13:00-07,551209,"Clupea pallasii",90,SL,0,0,1
201207,SH,78,2939,48.6143,-125.112,2012-08-11T04:13:00-07,551209,"Clupea pallasii",110,SL,0,0,1
201207,SH,78,2939,48.6143,-125.112,2012-08-11T04:13:00-07,551209,"Clupea pallasii",120,SL,0,0,18
201207,SH,78,2939,48.6143,-125.112,2012-08-11T04:13:00-07,551209,"Clupea pallasii",130,SL,0,0,13
201207,SH,78,2939,48.6143,-125.112,2012-08-11T04:13:00-07,551209,"Clupea pallasii",140,SL,0,0,1
201207,SH,80,2941,48.75,-125.3451,2012-08-17T00:22:00-07,162053,"Allosmerus elongatus",100,SL,0,0,13
201207,SH,80,2941,48.75,-125.3451,2012-08-17T00:22:00-07,162053,"Allosmerus elongatus",110,SL,0,0,31
201207,SH,80,2941,48.75,-125.3451,2012-08-17T00:22:00-07,162053,"Allosmerus elongatus",120,SL,0,0,6
201207,SH,80,2941,48.75,-125.3451,2012-08-17T00:22:00-07,551209,"Clupea pallasii",80,SL,0,0,1
201207,SH,80,2941,48.75,-125.3451,2012-08-17T00:22:00-07,551209,"Clupea pallasii",100,SL,0,0,1
201207,SH,80,2941,48.75,-125.3451,2012-08-17T00:22:00-07,551209,"Clupea pallasii",110,SL,0,0,6
201207,SH,80,2941,48.75,-125.3451,2012-08-17T00:22:00-07,551209,"Clupea pallasii",120,SL,0,0,33
201207,SH,80,2941,48.75,-125.3451,2012-08-17T00:22:00-07,551209,"Clupea pallasii",130,SL,0,0,4
201207,SH,80,2941,48.75,-125.3451,2012-08-17T00:22:00-07,551209,"Clupea pallasii",140,SL,0,0,3
201207,SH,80,2941,48.75,-125.3451,2012-08-17T00:22:00-07,551209,"Clupea pallasii",150,SL,0,0,1
201207,SH,80,2941,48.75,-125.3451,2012-08-17T00:22:00-07,551209,"Clupea pallasii",160,SL,0,0,1
201207,SH,81,2942,48.7788,-125.4603,2012-08-17T02:39:00-07,82371,"Doryteuthis (Loligo) opalescens",60,ML,0,0,1
201207,SH,81,2942,48.7788,-125.4603,2012-08-17T02:39:00-07,82371,"Doryteuthis (Loligo) opalescens",80,ML,0,0,1
201207,SH,81,2942,48.7788,-125.4603,2012-08-17T02:39:00-07,82371,"Doryteuthis (Loligo) opalescens",100,ML,0,0,1
201207,SH,82,2943,48.9811,-126.1891,2012-08-17T22:16:00-07,162053,"Allosmerus elongatus",90,SL,0,0,1
201207,SH,82,2943,48.9811,-126.1891,2012-08-17T22:16:00-07,162053,"Allosmerus elongatus",100,SL,0,0,9
201207,SH,82,2943,48.9811,-126.1891,2012-08-17T22:16:00-07,162053,"Allosmerus elongatus",110,SL,0,0,36
201207,SH,82,2943,48.9811,-126.1891,2012-08-17T22:16:00-07,162053,"Allosmerus elongatus",120,SL,0,0,4
201207,SH,82,2943,48.9811,-126.1891,2012-08-17T22:16:00-07,551209,"Clupea pallasii",100,SL,0,0,1
201207,SH,82,2943,48.9811,-126.1891,2012-08-17T22:16:00-07,551209,"Clupea pallasii",120,SL,0,0,4
201207,SH,82,2943,48.9811,-126.1891,2012-08-17T22:16:00-07,551209,"Clupea pallasii",130,SL,0,0,1
201207,SH,82,2943,48.9811,-126.1891,2012-08-17T22:16:00-07,551209,"Clupea pallasii",140,SL,0,0,9
201207,SH,82,2943,48.9811,-126.1891,2012-08-17T22:16:00-07,551209,"Clupea pallasii",150,SL,0,0,10
201207,SH,82,2943,48.9811,-126.1891,2012-08-17T22:16:00-07,551209,"Clupea pallasii",160,SL,0,0,5
201207,SH,82,2943,48.9811,-126.1891,2012-08-17T22:16:00-07,551209,"Clupea pallasii",170,SL,0,0,2
201207,SH,82,2943,48.9811,-126.1891,2012-08-17T22:16:00-07,551209,"Clupea pallasii",180,SL,0,0,4
201207,SH,82,2943,48.9811,-126.1891,2012-08-17T22:16:00-07,551209,"Clupea pallasii",190,SL,0,0,3
201207,SH,82,2943,48.9811,-126.1891,2012-08-17T22:16:00-07,551209,"Clupea pallasii",200,SL,0,0,3
201207,SH,82,2943,48.9811,-126.1891,2012-08-17T22:16:00-07,551209,"Clupea pallasii",210,SL,0,0,1
201207,SH,83,2944,48.938,-126.2671,2012-08-18T00:09:00-07,162028,Osmeridae,90,SL,0,0,1
201207,SH,83,2944,48.938,-126.2671,2012-08-18T00:09:00-07,162028,Osmeridae,100,SL,0,0,5
201207,SH,83,2944,48.938,-126.2671,2012-08-18T00:09:00-07,162028,Osmeridae,110,SL,0,0,7
201207,SH,83,2944,48.938,-126.2671,2012-08-18T00:09:00-07,162028,Osmeridae,120,SL,0,0,7
201207,SH,83,2944,48.938,-126.2671,2012-08-18T00:09:00-07,162028,Osmeridae,130,SL,0,0,14
201207,SH,83,2944,48.938,-126.2671,2012-08-18T00:09:00-07,162028,Osmeridae,140,SL,0,0,10
